age,tenure_months,monthly_charges,support_tickets,monthly_logins,late_payment,contract_type,internet_service,payment_method,paperless_billing,has_dependents,satisfaction_score,data_usage_gb,churn
23,67,33.19,5,18,0,Month-to-month,DSL,Mailed check,1,0,9,27.6,0
71,14,45.59,0,13,0,One year,None,Credit card,1,1,7,47.5,0
75,16,82.77,2,13,0,One year,Fiber optic,Mailed check,0,0,6,34.6,0
43,55,36.22,1,17,0,Month-to-month,None,Mailed check,1,1,6,39.4,0
62,23,169.45,3,4,1,Month-to-month,DSL,Mailed check,1,0,10,95.2,1
20,62,124.37,0,13,1,Month-to-month,DSL,Bank transfer,1,1,4,37.3,0
23,34,35.17,0,10,1,One year,Fiber optic,Electronic check,0,0,4,114.5,0
34,15,146.09,1,16,1,One year,Fiber optic,Credit card,0,0,8,53.5,1
56,61,78.94,5,18,0,Two year,Fiber optic,Bank transfer,1,0,7,55.8,0
25,40,59.18,0,15,0,Month-to-month,Fiber optic,Mailed check,1,0,2,86.2,0
19,58,111.2,1,9,0,Month-to-month,Fiber optic,Electronic check,0,1,7,95.2,1
56,33,22.14,2,16,0,Month-to-month,None,Bank transfer,0,0,1,68.8,0
62,10,94.46,1,15,1,Two year,DSL,Bank transfer,1,0,6,53.3,0
60,50,155.01,1,7,0,Month-to-month,DSL,Electronic check,1,0,4,40.3,1
64,9,168.49,4,21,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,14.2,1
64,48,74.81,0,18,0,Month-to-month,Fiber optic,Credit card,1,0,7,89.9,0
52,31,122.79,0,19,0,Month-to-month,Fiber optic,Credit card,1,0,2,76.0,0
48,57,56.29,0,15,1,One year,Fiber optic,Bank transfer,1,0,4,39.5,0
67,63,109.63,0,17,0,Month-to-month,DSL,Electronic check,1,0,2,37.5,0
38,30,60.64,2,14,0,One year,Fiber optic,Mailed check,0,0,2,97.6,0
23,64,111.42,0,17,1,Month-to-month,DSL,Electronic check,1,0,4,6.0,0
61,8,47.48,0,10,0,Month-to-month,DSL,Bank transfer,1,0,7,53.7,0
34,8,170.6,1,10,0,One year,DSL,Credit card,0,0,7,48.2,1
74,72,161.91,0,11,0,Month-to-month,DSL,Bank transfer,1,1,10,90.1,0
42,42,73.91,2,13,0,Month-to-month,Fiber optic,Electronic check,1,0,4,75.4,0
67,33,144.27,0,16,0,Month-to-month,None,Mailed check,1,1,4,24.5,1
20,12,35.28,1,13,0,One year,DSL,Electronic check,1,0,9,36.6,0
56,21,138.46,2,9,0,One year,Fiber optic,Credit card,1,0,2,10.2,1
43,50,65.19,2,9,0,Month-to-month,Fiber optic,Mailed check,1,0,6,57.9,0
44,60,41.7,1,12,1,One year,DSL,Credit card,1,0,8,37.8,0
33,66,128.51,1,15,0,Month-to-month,DSL,Electronic check,1,0,5,21.9,0
74,30,95.17,1,19,1,One year,Fiber optic,Electronic check,0,0,9,27.0,0
40,33,104.82,1,14,0,One year,DSL,Electronic check,1,0,4,124.6,0
67,12,103.28,2,20,1,Month-to-month,None,Electronic check,1,1,2,40.3,1
42,6,29.51,1,15,1,Two year,Fiber optic,Mailed check,0,0,2,65.5,0
20,32,28.22,3,19,0,Month-to-month,Fiber optic,Mailed check,1,0,6,11.4,0
69,42,116.19,2,10,0,Month-to-month,None,Mailed check,1,0,6,83.5,1
28,8,119.82,2,12,0,Month-to-month,DSL,Bank transfer,1,1,6,67.4,1
33,30,27.55,1,11,0,One year,Fiber optic,Credit card,1,1,4,87.7,0
67,47,80.55,0,12,1,Month-to-month,DSL,Mailed check,0,0,5,20.5,0
69,59,118.06,2,17,0,Month-to-month,Fiber optic,Mailed check,0,1,10,139.6,1
71,68,125.07,1,13,1,Two year,Fiber optic,Bank transfer,0,0,5,102.5,1
42,25,152.52,3,21,0,Two year,DSL,Electronic check,1,0,8,19.8,0
61,29,87.32,2,15,0,One year,Fiber optic,Mailed check,1,0,9,36.8,0
37,63,107.72,0,15,0,Month-to-month,DSL,Bank transfer,1,0,2,67.5,0
60,50,112.57,2,17,0,One year,DSL,Bank transfer,1,1,3,21.0,0
47,20,69.93,1,17,0,Month-to-month,None,Mailed check,0,1,6,121.7,0
21,50,28.61,3,12,0,Month-to-month,DSL,Credit card,1,0,8,80.7,0
42,12,20.68,1,10,1,Month-to-month,DSL,Credit card,1,0,9,37.3,0
45,33,153.78,5,10,0,Two year,DSL,Credit card,1,1,8,75.2,1
32,23,52.04,0,17,0,Month-to-month,Fiber optic,Electronic check,0,0,10,38.5,0
39,72,120.84,2,11,1,Month-to-month,Fiber optic,Bank transfer,1,1,10,126.0,1
47,3,112.33,5,17,1,Month-to-month,None,Bank transfer,1,0,10,57.6,1
20,62,83.94,2,8,0,One year,Fiber optic,Credit card,0,0,7,65.3,0
26,21,153.36,0,12,0,One year,Fiber optic,Bank transfer,1,0,9,26.8,1
62,3,131.74,3,15,1,Month-to-month,None,Credit card,1,0,10,42.7,0
38,48,23.64,2,12,0,One year,Fiber optic,Mailed check,1,1,3,96.8,0
53,49,144.27,1,11,0,Month-to-month,None,Bank transfer,1,0,6,45.0,0
50,11,101.12,2,27,1,Month-to-month,DSL,Credit card,1,0,7,25.7,1
49,3,75.52,1,11,0,Month-to-month,Fiber optic,Bank transfer,1,0,4,19.9,0
41,9,136.3,3,14,0,Month-to-month,DSL,Credit card,1,0,8,61.3,0
46,30,129.77,1,14,0,Two year,Fiber optic,Bank transfer,0,0,8,15.8,1
65,10,69.69,2,10,0,One year,None,Bank transfer,1,0,9,14.1,0
73,51,177.29,3,11,0,Month-to-month,Fiber optic,Electronic check,1,1,3,9.5,0
32,6,123.79,4,8,0,Two year,Fiber optic,Electronic check,1,1,9,62.7,1
56,57,116.92,2,12,1,One year,DSL,Electronic check,1,1,10,9.1,1
74,63,31.18,2,28,1,Month-to-month,Fiber optic,Electronic check,0,0,6,57.7,0
18,52,64.69,1,20,0,Two year,None,Bank transfer,0,0,5,52.4,0
63,68,91.52,0,14,0,One year,DSL,Electronic check,1,0,4,36.7,0
46,68,120.9,1,19,1,One year,DSL,Mailed check,0,0,8,50.7,0
74,4,102.04,2,15,0,Month-to-month,Fiber optic,Credit card,1,1,6,71.6,1
51,25,142.09,3,16,0,Month-to-month,Fiber optic,Credit card,0,1,7,111.0,0
66,55,62.01,2,16,0,Two year,Fiber optic,Credit card,0,0,10,46.1,0
27,25,132.35,2,24,0,One year,DSL,Bank transfer,1,1,8,58.3,0
26,54,150.66,2,11,0,One year,Fiber optic,Bank transfer,1,1,6,24.4,1
71,56,142.41,4,7,0,One year,Fiber optic,Bank transfer,0,0,2,57.6,1
48,72,143.34,2,5,0,Two year,Fiber optic,Electronic check,1,0,2,47.2,1
50,24,162.16,2,7,0,Month-to-month,DSL,Mailed check,0,0,8,66.8,1
27,26,33.47,2,15,0,Month-to-month,DSL,Credit card,1,0,5,23.2,0
31,2,131.55,2,12,0,Month-to-month,Fiber optic,Mailed check,0,1,1,144.8,1
65,21,174.99,5,9,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,39.7,1
35,21,111.78,0,9,1,Month-to-month,DSL,Electronic check,1,1,8,60.9,0
51,33,54.77,2,17,0,Month-to-month,None,Bank transfer,1,0,10,6.3,0
36,31,179.8,2,12,0,Month-to-month,None,Mailed check,1,1,3,52.7,1
33,62,47.95,2,11,0,One year,DSL,Mailed check,0,0,5,62.5,0
27,56,73.69,1,8,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,91.8,0
71,53,47.53,3,15,1,Month-to-month,Fiber optic,Mailed check,0,0,8,66.3,0
72,1,94.32,0,10,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,117.6,0
24,34,87.02,0,17,0,Month-to-month,Fiber optic,Electronic check,1,0,3,95.8,1
38,53,98.6,1,9,0,One year,Fiber optic,Electronic check,0,0,7,18.7,0
50,18,168.48,2,11,0,Month-to-month,Fiber optic,Mailed check,1,0,4,120.3,1
40,31,96.53,2,12,1,Month-to-month,DSL,Bank transfer,0,0,10,43.1,1
59,53,102.34,1,12,1,Month-to-month,Fiber optic,Mailed check,1,1,3,51.1,0
33,58,161.87,2,9,0,Month-to-month,Fiber optic,Mailed check,1,0,1,16.5,1
21,62,150.84,1,14,0,One year,DSL,Credit card,0,0,7,88.6,0
37,31,58.36,1,15,0,Two year,Fiber optic,Electronic check,1,0,8,45.8,0
52,29,22.07,0,19,0,Month-to-month,DSL,Mailed check,1,0,10,47.6,0
28,28,120.72,0,16,0,Month-to-month,Fiber optic,Mailed check,1,0,3,54.6,1
65,49,155.18,2,16,0,Two year,DSL,Bank transfer,0,0,9,81.7,0
18,31,108.46,2,9,1,One year,Fiber optic,Electronic check,0,1,10,112.3,1
21,29,53.79,0,15,1,Month-to-month,Fiber optic,Mailed check,1,1,6,15.7,0
47,13,138.62,1,17,0,One year,Fiber optic,Mailed check,0,1,3,41.5,0
47,35,127.13,2,14,0,Two year,Fiber optic,Bank transfer,1,0,6,27.4,0
35,18,110.41,1,10,1,Month-to-month,Fiber optic,Bank transfer,0,0,7,91.1,1
32,38,158.13,2,13,0,One year,None,Mailed check,1,0,9,77.2,1
22,64,145.48,1,14,0,One year,Fiber optic,Mailed check,1,0,5,66.2,1
56,56,126.87,4,17,0,Month-to-month,Fiber optic,Electronic check,0,0,10,48.5,1
39,35,126.36,2,15,0,Two year,None,Credit card,0,0,4,82.3,1
24,71,125.95,4,14,0,Two year,Fiber optic,Bank transfer,1,0,8,57.7,1
41,71,104.03,1,14,0,One year,Fiber optic,Electronic check,1,0,8,71.1,0
72,32,94.23,0,13,0,Month-to-month,Fiber optic,Electronic check,0,0,7,105.8,0
33,55,133.54,1,17,0,One year,DSL,Bank transfer,1,0,7,71.3,0
69,25,117.68,2,16,0,One year,DSL,Mailed check,0,0,8,47.3,0
33,64,98.4,1,14,0,Month-to-month,Fiber optic,Mailed check,0,0,1,32.0,1
28,27,40.27,1,17,0,Month-to-month,Fiber optic,Electronic check,1,0,5,31.9,0
33,19,132.31,2,12,0,Month-to-month,Fiber optic,Electronic check,1,0,10,38.7,0
36,10,123.36,1,17,1,Month-to-month,DSL,Credit card,1,1,5,65.1,0
24,61,74.76,1,16,0,One year,None,Mailed check,0,1,2,111.5,0
52,22,77.01,0,9,0,Two year,Fiber optic,Mailed check,0,0,10,29.3,0
37,59,59.48,1,13,0,Month-to-month,Fiber optic,Mailed check,1,1,8,103.1,0
59,7,173.91,4,15,0,One year,DSL,Credit card,0,1,6,36.1,1
46,37,157.63,1,13,0,One year,Fiber optic,Electronic check,0,1,10,112.5,0
43,31,109.77,2,14,1,Month-to-month,DSL,Bank transfer,0,1,6,36.3,1
45,32,84.26,3,15,1,One year,Fiber optic,Mailed check,1,0,9,34.1,1
27,13,137.89,1,14,0,Month-to-month,None,Credit card,0,0,2,17.5,0
59,6,104.44,4,16,0,Month-to-month,Fiber optic,Electronic check,1,0,5,41.5,1
24,25,176.14,1,17,0,Month-to-month,None,Bank transfer,1,0,6,38.2,0
59,34,28.82,0,16,0,Two year,Fiber optic,Electronic check,0,0,6,71.6,0
75,58,25.49,1,18,0,Two year,DSL,Mailed check,1,0,4,30.3,0
62,34,110.98,0,11,0,One year,None,Credit card,1,0,1,58.6,0
44,18,52.52,3,15,0,One year,None,Mailed check,1,0,3,38.2,0
36,19,116.69,1,15,0,One year,Fiber optic,Bank transfer,1,0,9,85.5,1
68,45,145.03,3,10,0,Month-to-month,DSL,Credit card,1,0,10,78.9,0
32,32,42.1,0,19,0,Month-to-month,Fiber optic,Credit card,0,0,1,74.4,0
45,65,90.5,1,15,0,Month-to-month,DSL,Bank transfer,1,0,10,7.9,0
62,32,130.19,0,11,1,Month-to-month,None,Electronic check,1,0,10,29.8,1
71,41,153.42,0,13,0,Two year,Fiber optic,Credit card,0,0,10,89.7,1
71,5,99.42,1,12,0,One year,DSL,Mailed check,0,1,3,35.0,0
23,14,52.98,3,9,0,One year,DSL,Mailed check,1,0,4,84.7,0
70,62,113.73,1,14,0,Two year,DSL,Electronic check,0,0,2,19.1,0
24,25,92.72,1,12,0,One year,Fiber optic,Bank transfer,0,0,7,69.5,0
51,31,143.51,1,26,0,One year,DSL,Mailed check,0,1,2,64.6,1
71,43,108.89,1,15,0,One year,Fiber optic,Credit card,1,0,4,65.8,1
55,5,64.71,2,16,0,Month-to-month,Fiber optic,Electronic check,0,1,6,119.1,0
72,37,140.7,1,8,0,Month-to-month,Fiber optic,Credit card,0,0,5,27.2,1
37,25,102.84,1,11,1,One year,Fiber optic,Mailed check,1,0,4,85.9,0
36,11,48.41,4,20,0,Month-to-month,DSL,Electronic check,0,0,3,58.8,0
36,31,110.09,1,12,0,One year,DSL,Credit card,1,0,3,135.2,1
38,33,171.73,1,13,1,Two year,DSL,Mailed check,1,1,6,39.7,1
57,14,132.88,1,15,0,Two year,None,Bank transfer,1,0,2,96.0,0
44,40,67.81,3,12,1,Month-to-month,Fiber optic,Credit card,1,0,3,127.1,1
60,54,133.74,0,15,1,Month-to-month,DSL,Bank transfer,1,1,1,28.3,1
42,20,65.22,3,16,0,Two year,Fiber optic,Electronic check,0,0,3,37.7,1
35,70,106.83,0,10,0,Two year,DSL,Bank transfer,1,0,3,86.0,0
29,45,104.26,2,9,1,Month-to-month,Fiber optic,Credit card,1,0,5,72.4,1
49,56,59.58,1,13,0,Two year,DSL,Mailed check,0,1,3,46.6,0
70,6,75.66,1,16,0,Two year,None,Bank transfer,0,1,1,60.9,0
67,56,170.75,2,20,0,Month-to-month,Fiber optic,Electronic check,0,0,4,45.5,1
32,25,60.1,3,22,1,Month-to-month,Fiber optic,Bank transfer,0,0,9,46.3,0
45,52,148.16,1,10,0,Two year,DSL,Bank transfer,0,1,6,35.0,0
58,58,126.78,2,13,0,One year,DSL,Credit card,0,1,3,76.7,0
53,19,105.22,1,15,0,One year,DSL,Bank transfer,1,0,10,37.2,0
21,19,42.0,0,14,0,Two year,None,Credit card,1,0,7,17.4,0
52,5,52.73,1,12,1,Two year,None,Bank transfer,0,0,7,54.1,0
20,44,48.64,0,20,0,Month-to-month,DSL,Electronic check,1,0,1,65.2,0
24,56,113.89,1,12,0,Month-to-month,None,Credit card,1,0,3,24.8,1
55,30,175.74,2,11,0,Two year,Fiber optic,Bank transfer,1,0,4,59.5,1
23,12,160.36,1,9,0,Month-to-month,Fiber optic,Electronic check,1,0,7,24.3,1
37,23,24.04,1,7,0,Month-to-month,None,Mailed check,1,1,1,31.2,0
52,30,63.8,1,13,0,Two year,None,Electronic check,0,0,3,33.5,0
56,66,45.16,1,17,1,One year,Fiber optic,Mailed check,0,0,10,74.2,0
43,9,176.11,3,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,26.6,1
23,25,57.7,1,15,0,Month-to-month,Fiber optic,Bank transfer,1,0,9,93.7,0
64,46,52.21,2,5,1,Two year,DSL,Credit card,1,0,2,100.9,0
73,18,119.34,1,11,1,Month-to-month,Fiber optic,Credit card,1,0,9,31.3,1
69,64,108.99,0,21,0,Month-to-month,Fiber optic,Bank transfer,1,0,4,72.3,0
61,66,56.14,1,14,0,Two year,DSL,Credit card,0,0,3,65.2,0
41,28,127.26,1,12,1,One year,Fiber optic,Bank transfer,1,0,7,62.4,0
68,54,35.52,1,10,1,Month-to-month,DSL,Mailed check,0,0,6,104.3,0
46,55,23.1,0,10,1,One year,Fiber optic,Bank transfer,1,1,2,43.6,0
25,50,33.19,1,20,0,Month-to-month,DSL,Bank transfer,0,0,9,59.7,0
67,14,78.38,3,10,0,Month-to-month,None,Bank transfer,1,0,8,69.2,0
36,4,176.0,3,14,0,Two year,Fiber optic,Electronic check,0,0,4,12.0,1
72,26,107.56,2,12,0,Month-to-month,DSL,Electronic check,0,1,10,82.0,0
39,10,140.76,1,16,0,One year,DSL,Electronic check,0,1,1,131.5,1
68,22,71.44,3,17,0,Month-to-month,DSL,Credit card,0,0,10,13.7,0
49,46,135.09,0,13,0,Month-to-month,DSL,Credit card,1,0,5,61.6,0
45,43,174.59,1,12,0,Month-to-month,Fiber optic,Electronic check,1,1,9,47.9,1
35,16,77.24,2,14,0,Month-to-month,DSL,Bank transfer,0,0,9,65.4,0
66,2,179.85,3,16,0,One year,Fiber optic,Mailed check,0,0,9,82.0,1
21,17,122.15,0,14,0,One year,DSL,Mailed check,1,0,2,35.3,1
45,33,139.77,2,11,0,One year,DSL,Bank transfer,1,1,5,66.1,0
39,57,60.35,1,15,0,Month-to-month,None,Electronic check,1,0,1,104.3,0
49,27,122.89,1,18,0,Month-to-month,None,Bank transfer,1,0,3,88.9,0
32,21,101.76,1,9,1,Month-to-month,DSL,Mailed check,1,0,6,77.6,0
56,40,173.02,2,12,0,One year,Fiber optic,Mailed check,0,1,7,44.2,1
40,6,164.75,3,24,0,Two year,DSL,Mailed check,1,0,3,40.9,1
28,17,83.47,3,20,0,One year,Fiber optic,Electronic check,1,0,1,62.4,1
29,3,171.5,2,19,0,Month-to-month,None,Credit card,1,1,4,63.1,0
58,38,161.57,4,15,0,One year,Fiber optic,Bank transfer,1,0,6,89.5,1
33,32,114.46,1,13,0,Month-to-month,Fiber optic,Electronic check,0,0,4,61.7,1
35,42,33.14,2,13,0,Month-to-month,None,Credit card,1,0,10,82.3,0
54,45,45.73,2,18,0,Month-to-month,DSL,Electronic check,0,0,7,17.0,0
37,29,32.3,1,14,0,Month-to-month,Fiber optic,Electronic check,1,0,7,76.3,0
40,63,37.28,5,19,0,Month-to-month,DSL,Bank transfer,0,0,1,77.8,0
32,67,176.31,2,14,0,Month-to-month,DSL,Bank transfer,1,0,10,100.8,1
38,8,53.95,0,14,0,One year,Fiber optic,Electronic check,0,0,7,13.4,0
58,67,130.54,3,14,0,Month-to-month,DSL,Bank transfer,0,1,10,116.6,0
48,15,121.84,3,13,1,Month-to-month,DSL,Mailed check,1,1,5,50.3,1
75,18,120.98,0,16,0,Month-to-month,DSL,Electronic check,1,0,7,42.3,0
62,39,53.07,3,14,0,Month-to-month,None,Mailed check,0,0,6,85.1,0
18,3,112.7,0,13,1,Month-to-month,DSL,Bank transfer,1,0,9,46.5,1
39,27,120.09,2,10,0,Month-to-month,Fiber optic,Mailed check,1,0,8,9.1,0
34,15,111.26,0,15,0,Month-to-month,DSL,Mailed check,1,0,4,69.4,0
52,35,49.79,0,10,0,One year,None,Bank transfer,0,0,7,70.1,0
33,59,135.69,4,12,0,Month-to-month,DSL,Credit card,1,0,2,178.9,0
74,67,31.72,1,9,0,One year,Fiber optic,Electronic check,0,1,7,165.5,0
35,16,114.59,3,13,0,Month-to-month,Fiber optic,Mailed check,0,0,5,96.7,1
48,40,89.8,1,13,0,One year,Fiber optic,Bank transfer,0,0,3,33.8,0
25,35,60.05,3,12,0,Month-to-month,None,Credit card,1,1,9,72.2,0
70,30,149.18,3,15,0,Two year,DSL,Bank transfer,1,0,9,27.4,1
70,46,48.14,1,12,0,Month-to-month,DSL,Bank transfer,1,0,1,54.0,1
64,72,169.28,1,19,0,Two year,Fiber optic,Electronic check,1,0,7,45.6,0
38,30,161.53,3,20,0,Month-to-month,Fiber optic,Credit card,1,1,1,136.6,1
21,5,77.69,2,25,0,One year,None,Credit card,1,0,5,49.4,0
59,66,68.82,0,14,1,Month-to-month,DSL,Bank transfer,0,0,10,92.0,0
42,68,42.0,1,21,0,Month-to-month,None,Credit card,0,0,6,58.8,0
75,24,166.61,0,17,1,Month-to-month,DSL,Credit card,1,0,2,92.8,1
58,37,120.41,2,15,1,Month-to-month,DSL,Bank transfer,1,0,3,11.8,1
49,63,25.09,2,14,0,Month-to-month,Fiber optic,Mailed check,0,0,1,52.3,0
75,37,101.76,1,17,0,One year,Fiber optic,Electronic check,1,0,8,91.3,0
64,35,33.73,0,10,1,Month-to-month,DSL,Electronic check,1,0,9,91.8,0
44,67,111.8,2,17,0,One year,None,Bank transfer,0,0,3,80.1,1
19,60,101.43,4,15,0,Month-to-month,DSL,Mailed check,0,0,3,41.9,0
23,37,33.26,4,21,0,One year,None,Mailed check,0,0,6,80.9,0
43,12,150.54,3,14,0,One year,DSL,Credit card,0,0,8,74.6,0
50,32,61.97,2,18,1,Month-to-month,DSL,Credit card,0,0,10,61.4,0
19,49,106.64,0,12,0,One year,None,Mailed check,0,0,10,87.7,0
25,20,122.25,2,12,0,Month-to-month,DSL,Electronic check,1,0,6,30.7,1
58,39,173.97,2,12,0,Month-to-month,Fiber optic,Credit card,1,1,7,52.1,1
61,48,99.01,1,9,0,One year,Fiber optic,Credit card,1,0,1,19.7,0
19,7,166.77,2,7,0,One year,DSL,Credit card,1,1,1,22.4,1
47,42,76.78,1,9,1,Month-to-month,Fiber optic,Credit card,1,0,10,32.8,0
22,54,157.19,0,18,0,Month-to-month,Fiber optic,Mailed check,0,1,3,126.3,0
59,16,57.73,1,15,0,One year,DSL,Mailed check,1,0,6,90.6,0
66,40,133.2,3,10,0,Month-to-month,DSL,Credit card,0,1,3,36.7,1
68,52,34.18,3,14,0,Two year,DSL,Credit card,1,0,2,47.1,0
52,4,177.77,0,13,1,Two year,Fiber optic,Mailed check,1,1,9,43.1,1
54,47,172.63,4,12,0,Month-to-month,Fiber optic,Electronic check,1,0,5,74.6,1
71,19,90.75,2,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,2,31.8,1
53,29,103.83,0,13,1,One year,Fiber optic,Electronic check,1,0,4,137.9,1
43,47,115.64,3,20,0,One year,Fiber optic,Bank transfer,1,0,5,142.4,1
61,1,64.01,0,9,1,Month-to-month,Fiber optic,Electronic check,0,0,5,67.1,1
52,2,127.92,3,17,1,Two year,Fiber optic,Electronic check,1,1,8,43.8,1
66,33,131.77,3,15,0,One year,None,Bank transfer,0,0,5,108.1,0
48,69,104.01,1,12,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,88.0,0
68,1,43.64,1,15,0,Month-to-month,None,Credit card,1,1,9,28.8,0
20,57,167.07,1,21,0,One year,None,Electronic check,0,1,10,55.0,0
20,6,38.41,2,7,0,One year,Fiber optic,Mailed check,0,1,3,53.5,0
23,36,120.67,1,25,0,Month-to-month,Fiber optic,Mailed check,1,0,7,10.3,0
50,32,36.49,3,17,0,Month-to-month,DSL,Bank transfer,1,1,7,84.1,0
59,34,43.38,1,8,1,Month-to-month,Fiber optic,Bank transfer,1,0,7,45.2,0
30,6,23.29,3,19,0,Month-to-month,Fiber optic,Bank transfer,0,1,8,65.5,0
27,55,78.14,1,14,0,One year,Fiber optic,Mailed check,0,0,2,103.2,1
67,20,122.33,2,15,0,Month-to-month,DSL,Electronic check,0,0,10,59.9,1
61,56,103.45,1,10,0,One year,None,Bank transfer,1,0,8,86.7,0
55,48,127.93,2,13,0,Month-to-month,DSL,Electronic check,1,0,4,52.3,1
46,40,128.0,0,12,0,One year,Fiber optic,Credit card,1,0,5,19.1,0
42,23,42.43,1,12,0,Two year,None,Credit card,0,0,3,119.3,0
19,47,29.17,5,14,1,Month-to-month,DSL,Mailed check,0,0,7,123.5,0
28,72,120.06,3,18,0,Two year,Fiber optic,Credit card,1,0,10,27.4,0
70,67,124.52,3,17,1,One year,Fiber optic,Electronic check,1,0,5,145.0,0
37,66,109.07,4,20,0,Two year,None,Bank transfer,0,0,10,47.9,0
58,16,59.32,4,15,0,Month-to-month,None,Credit card,1,0,8,56.0,0
58,43,149.72,1,11,0,Two year,Fiber optic,Bank transfer,0,0,8,82.0,1
35,29,32.11,1,12,0,Month-to-month,None,Electronic check,0,1,1,70.5,0
29,70,121.17,1,15,0,Month-to-month,DSL,Mailed check,0,0,4,14.1,1
58,69,39.27,0,8,0,Two year,DSL,Bank transfer,0,0,5,109.9,0
23,63,124.71,0,16,1,Two year,Fiber optic,Bank transfer,1,0,10,51.6,1
46,12,86.84,2,13,0,Month-to-month,Fiber optic,Mailed check,1,1,9,41.0,1
69,23,134.9,0,24,0,Month-to-month,DSL,Electronic check,0,0,6,79.1,0
59,52,28.35,0,18,0,Two year,Fiber optic,Credit card,1,1,9,65.3,0
62,54,108.81,0,19,0,Month-to-month,DSL,Credit card,1,0,3,120.3,0
22,26,43.18,2,18,1,Month-to-month,DSL,Credit card,0,0,2,115.0,1
29,10,129.18,1,18,0,Month-to-month,None,Mailed check,1,1,9,40.6,0
33,10,39.19,2,16,0,Month-to-month,Fiber optic,Mailed check,0,0,8,48.8,0
34,50,31.77,0,14,0,Month-to-month,Fiber optic,Electronic check,1,1,5,27.7,0
29,33,134.1,1,13,0,One year,Fiber optic,Electronic check,1,0,4,115.3,1
74,36,30.17,0,15,0,Month-to-month,Fiber optic,Electronic check,1,0,1,97.7,0
27,59,55.92,2,8,0,One year,DSL,Electronic check,1,0,2,41.0,0
59,2,151.96,1,9,1,Month-to-month,Fiber optic,Mailed check,1,0,8,91.3,0
52,55,149.55,2,14,0,One year,None,Electronic check,1,1,7,33.1,1
53,20,156.66,4,6,0,Month-to-month,DSL,Electronic check,0,1,9,68.2,1
30,68,72.18,2,16,0,One year,DSL,Mailed check,0,0,1,72.3,0
35,69,104.49,1,15,0,Two year,Fiber optic,Bank transfer,1,1,9,65.7,0
53,37,143.74,2,19,0,One year,Fiber optic,Bank transfer,1,0,6,21.6,0
35,23,41.92,0,17,1,Month-to-month,DSL,Electronic check,1,0,2,85.7,0
58,17,135.9,3,16,0,Two year,Fiber optic,Electronic check,1,0,10,36.2,0
20,14,35.6,0,8,0,Month-to-month,None,Bank transfer,0,1,4,23.6,0
22,72,166.12,1,17,0,Month-to-month,DSL,Bank transfer,1,0,4,84.1,0
60,14,121.97,0,19,0,Two year,DSL,Electronic check,0,1,8,122.7,0
53,33,98.93,2,11,0,Month-to-month,Fiber optic,Credit card,1,0,5,23.0,1
20,35,97.56,1,11,0,Month-to-month,Fiber optic,Mailed check,1,0,8,10.0,0
70,49,49.02,2,13,1,Two year,DSL,Mailed check,0,1,6,40.6,0
18,61,75.35,2,14,0,Month-to-month,Fiber optic,Electronic check,0,0,9,69.0,0
73,41,136.34,2,14,0,One year,Fiber optic,Electronic check,0,0,3,33.4,1
60,55,106.55,2,11,0,One year,Fiber optic,Credit card,1,0,6,70.5,1
75,41,104.69,3,11,0,Month-to-month,Fiber optic,Bank transfer,1,0,2,39.0,0
73,32,51.24,1,16,0,Month-to-month,DSL,Mailed check,1,0,4,26.0,1
36,12,130.46,0,17,0,Month-to-month,DSL,Bank transfer,1,1,10,11.8,0
61,16,82.73,1,12,0,Two year,None,Bank transfer,1,0,5,107.0,0
30,32,49.24,1,17,0,One year,Fiber optic,Credit card,1,0,8,74.1,0
45,4,171.01,0,8,0,Month-to-month,Fiber optic,Credit card,1,0,3,84.4,1
31,23,101.09,2,12,0,One year,Fiber optic,Electronic check,1,0,1,6.8,1
46,34,104.49,1,15,0,Month-to-month,DSL,Credit card,0,0,7,46.8,0
68,35,177.02,0,18,0,One year,None,Mailed check,1,1,3,116.7,0
43,59,78.62,3,15,0,Month-to-month,Fiber optic,Bank transfer,1,0,5,185.1,1
23,70,170.88,2,11,0,Month-to-month,DSL,Bank transfer,0,1,8,94.8,1
36,53,131.19,0,9,1,Month-to-month,DSL,Mailed check,1,0,6,56.7,0
63,6,121.3,0,13,0,One year,DSL,Electronic check,0,1,1,35.3,1
48,30,57.51,2,9,0,Month-to-month,DSL,Bank transfer,0,0,7,72.1,0
50,53,28.28,0,20,0,Month-to-month,Fiber optic,Credit card,0,1,5,15.8,0
43,43,90.05,0,16,0,Two year,DSL,Credit card,0,1,3,28.5,0
34,33,21.63,4,23,0,Month-to-month,Fiber optic,Electronic check,1,0,7,50.0,1
52,32,31.36,2,14,0,Month-to-month,Fiber optic,Credit card,1,1,9,94.2,0
54,30,115.25,2,9,0,Month-to-month,DSL,Bank transfer,0,0,3,59.9,1
70,42,135.92,3,10,0,One year,DSL,Bank transfer,1,0,1,80.9,0
